Team,Year,Bronze,Gold,Silver,Total Medals,Country,Country_Code,Population,log10(Population),Country Name,Country Code,Indicator Name,GDP,GDP (in USD)
Cuba,1992,14.0,42.0,13.0,69.0,Cuba,CUB,10733363.0,7.030735817353667,Cuba,CUB,GDP (current US$),22085858243.2432,22085858243.2432
Cuba,1996,10.0,37.0,8.0,55.0,Cuba,CUB,10961012.0,7.03985065321093,Cuba,CUB,GDP (current US$),25017368700.0,25017368700.0
Cuba,2000,12.0,18.0,35.0,65.0,Cuba,CUB,11150736.0,7.047303533768894,Cuba,CUB,GDP (current US$),30565400000.0,30565400000.0
Cuba,2004,22.0,32.0,8.0,62.0,Cuba,CUB,11266941.0,7.051806020114419,Cuba,CUB,GDP (current US$),38203000000.0,38203000000.0
Cuba,2008,11.0,2.0,34.0,47.0,Cuba,CUB,11309754.0,7.053453158629749,Cuba,CUB,GDP (current US$),60806300000.0,60806300000.0
Cuba,2012,6.0,5.0,3.0,14.0,Cuba,CUB,11382146.0,7.056224152049647,Cuba,CUB,GDP (current US$),73141000000.0,73141000000.0
Cuba,2016,4.0,5.0,2.0,11.0,Cuba,CUB,11475982.0,7.0597898583865435,Cuba,CUB,GDP (current US$),91370000000.0,91370000000.0
Cyprus,2012,0.0,0.0,1.0,1.0,Cyprus,CYP,1135062.0,6.055019584456431,Cyprus,CYP,GDP (current US$),24978513426.6992,24978513426.6992
Czech Republic,1996,4.0,4.0,3.0,11.0,Czech Republic,CZE,10315241.0,7.013479379061226,Czech Republic,CZE,GDP (current US$),66985765439.1937,66985765439.1937
Czech Republic,2000,2.0,2.0,3.0,7.0,Czech Republic,CZE,10255063.0,7.010938332716898,Czech Republic,CZE,GDP (current US$),61649492816.5201,61649492816.5201
Czech Republic,2004,4.0,1.0,6.0,11.0,Czech Republic,CZE,10197101.0,7.008476720913533,Czech Republic,CZE,GDP (current US$),119162172468.268,119162172468.268
Czech Republic,2008,0.0,3.0,4.0,7.0,Czech Republic,CZE,10384603.0,7.016389898251479,Czech Republic,CZE,GDP (current US$),235718586901.129,235718586901.129
Czech Republic,2012,6.0,4.0,2.0,12.0,Czech Republic,CZE,10510785.0,7.021635152606462,Czech Republic,CZE,GDP (current US$),207376427020.815,207376427020.815
Czech Republic,2016,10.0,1.0,2.0,13.0,Czech Republic,CZE,10561633.0,7.023731072370046,Czech Republic,CZE,GDP (current US$),195090272402.72897,195090272402.72897
Denmark,1960,4.0,2.0,12.0,18.0,Denmark,DNK,4579603.0,6.660827831195504,Denmark,DNK,GDP (current US$),,
Denmark,1964,4.0,4.0,1.0,9.0,Denmark,DNK,4722072.0,6.67413260471736,Denmark,DNK,GDP (current US$),,
Denmark,1968,6.0,5.0,6.0,17.0,Denmark,DNK,4864883.0,6.687072399986612,Denmark,DNK,GDP (current US$),13505573866.6667,13505573866.6667
Denmark,1972,0.0,1.0,0.0,1.0,Denmark,DNK,4991596.0,6.698239428022362,Denmark,DNK,GDP (current US$),23232379951.9376,23232379951.9376
Denmark,1976,5.0,3.0,0.0,8.0,Denmark,DNK,5072596.0,6.705230274902179,Denmark,DNK,GDP (current US$),44575892473.1183,44575892473.1183
Denmark,1980,2.0,4.0,2.0,8.0,Denmark,DNK,5123027.0,6.709526644753974,Denmark,DNK,GDP (current US$),71127528699.9414,71127528699.9414
Denmark,1984,10.0,0.0,3.0,13.0,Denmark,DNK,5111619.0,6.708558475752055,Denmark,DNK,GDP (current US$),59105236853.7937,59105236853.7937
Denmark,1988,3.0,3.0,1.0,7.0,Denmark,DNK,5129516.0,6.710076388806619,Denmark,DNK,GDP (current US$),115552846616.65302,115552846616.65302
Denmark,1992,9.0,3.0,2.0,14.0,Denmark,DNK,5171370.0,6.713605611686148,Denmark,DNK,GDP (current US$),152915654478.885,152915654478.885
Denmark,1996,1.0,21.0,1.0,23.0,Denmark,DNK,5263074.0,6.7212394763379555,Denmark,DNK,GDP (current US$),187632346387.98398,187632346387.98398
Denmark,2000,4.0,18.0,3.0,25.0,Denmark,DNK,5339616.0,6.72751002574063,Denmark,DNK,GDP (current US$),164158739097.62302,164158739097.62302
Denmark,2004,7.0,19.0,1.0,27.0,Denmark,DNK,5404523.0,6.732757369406916,Denmark,DNK,GDP (current US$),251373002954.382,251373002954.382
Denmark,2008,3.0,6.0,7.0,16.0,Denmark,DNK,5493621.0,6.739858694530078,Denmark,DNK,GDP (current US$),353361038818.383,353361038818.383
Denmark,2012,6.0,3.0,5.0,14.0,Denmark,DNK,5591572.0,6.747533921472965,Denmark,DNK,GDP (current US$),327148943812.13696,327148943812.13696
Denmark,2016,16.0,15.0,10.0,41.0,Denmark,DNK,5731118.0,6.75823935039132,Denmark,DNK,GDP (current US$),313115929314.339,313115929314.339
Djibouti,1988,1.0,0.0,0.0,1.0,Djibouti,DJI,528999.0,5.723454851061854,Djibouti,DJI,GDP (current US$),395794538.630775,395794538.630775
Dominican Republic,1984,1.0,0.0,0.0,1.0,Dominican Republic,DOM,6351572.0,6.802881225517781,Dominican Republic,DOM,GDP (current US$),11594000000.0,11594000000.0
Dominican Republic,2004,0.0,1.0,0.0,1.0,Dominican Republic,DOM,9102998.0,6.959184447313301,Dominican Republic,DOM,GDP (current US$),22692574473.3467,22692574473.3467
Dominican Republic,2008,0.0,1.0,1.0,2.0,Dominican Republic,DOM,9636520.0,6.983920227091908,Dominican Republic,DOM,GDP (current US$),48122601589.3469,48122601589.3469
Dominican Republic,2012,0.0,1.0,1.0,2.0,Dominican Republic,DOM,10154950.0,7.006677789407241,Dominican Republic,DOM,GDP (current US$),60681535893.4288,60681535893.4288
Dominican Republic,2016,1.0,0.0,0.0,1.0,Dominican Republic,DOM,10648791.0,7.027300303377227,Dominican Republic,DOM,GDP (current US$),75704647977.3087,75704647977.3087
Ecuador,1996,0.0,1.0,0.0,1.0,Ecuador,ECU,11683479.0,7.067572182290732,Ecuador,ECU,GDP (current US$),25226393196.5983,25226393196.5983
Ecuador,2008,0.0,0.0,1.0,1.0,Ecuador,ECU,14447562.0,7.159794566865716,Ecuador,ECU,GDP (current US$),61762635000.0,61762635000.0
Eritrea,2004,1.0,0.0,0.0,1.0,Eritrea,ERI,3858623.0,6.586432348662652,Eritrea,ERI,GDP (current US$),1109054005.43971,1109054005.43971
Estonia,1992,2.0,1.0,0.0,3.0,Estonia,EST,1533091.0,6.185567934126983,Estonia,EST,GDP (current US$),,
Estonia,2000,2.0,1.0,0.0,3.0,Estonia,EST,1396985.0,6.145191742941525,Estonia,EST,GDP (current US$),5694069842.439879,5694069842.439879
Estonia,2004,2.0,0.0,1.0,3.0,Estonia,EST,1362550.0,6.134352448068437,Estonia,EST,GDP (current US$),12144397515.528,12144397515.528
Estonia,2008,0.0,1.0,2.0,3.0,Estonia,EST,1337090.0,6.126160640760772,Estonia,EST,GDP (current US$),24371299985.3523,24371299985.3523
Estonia,2012,1.0,0.0,1.0,2.0,Estonia,EST,1322696.0,6.121460040186528,Estonia,EST,GDP (current US$),23192709238.817,23192709238.817
Estonia,2016,4.0,0.0,0.0,4.0,Estonia,EST,1316481.0,6.1194145955691654,Estonia,EST,GDP (current US$),23996451497.6139,23996451497.6139
Ethiopia,1960,0.0,1.0,0.0,1.0,Ethiopia,ETH,22151278.0,7.345398787549454,Ethiopia,ETH,GDP (current US$),,
Ethiopia,1964,0.0,1.0,0.0,1.0,Ethiopia,ETH,24397024.0,7.387336853420555,Ethiopia,ETH,GDP (current US$),,
Ethiopia,1968,0.0,1.0,1.0,2.0,Ethiopia,ETH,26946079.0,7.430495578704496,Ethiopia,ETH,GDP (current US$),,
Ethiopia,1972,2.0,0.0,0.0,2.0,Ethiopia,ETH,30132580.0,7.479036318257934,Ethiopia,ETH,GDP (current US$),,
Ethiopia,1980,2.0,2.0,0.0,4.0,Ethiopia,ETH,35264898.0,7.547342632031429,Ethiopia,ETH,GDP (current US$),,
Ethiopia,1992,2.0,1.0,0.0,3.0,Ethiopia,ETH,51647768.0,7.713051557874443,Ethiopia,ETH,GDP (current US$),10492993077.6093,10492993077.6093
Ethiopia,1996,1.0,2.0,0.0,3.0,Ethiopia,ETH,59155148.0,7.771992545256538,Ethiopia,ETH,GDP (current US$),8547939730.62374,8547939730.62374
Ethiopia,2000,3.0,4.0,1.0,8.0,Ethiopia,ETH,66537331.0,7.823065376105694,Ethiopia,ETH,GDP (current US$),8242392103.68061,8242392103.68061
Ethiopia,2004,2.0,2.0,3.0,7.0,Ethiopia,ETH,74624405.0,7.8728808814071485,Ethiopia,ETH,GDP (current US$),10131187261.4421,10131187261.4421
Ethiopia,2008,2.0,4.0,1.0,7.0,Ethiopia,ETH,83184892.0,7.920044457098074,Ethiopia,ETH,GDP (current US$),27066912635.2228,27066912635.2228
Ethiopia,2012,3.0,3.0,1.0,7.0,Ethiopia,ETH,92444183.0,7.965879588610581,Ethiopia,ETH,GDP (current US$),43310721414.0829,43310721414.0829
Ethiopia,2016,5.0,1.0,2.0,8.0,Ethiopia,ETH,102403196.0,8.01031351116622,Ethiopia,ETH,GDP (current US$),74296618481.0882,74296618481.0882
Fiji,2016,0.0,13.0,0.0,13.0,Fiji,FJI,898760.0,5.953643735569696,Fiji,FJI,GDP (current US$),4930204219.713039,4930204219.713039
Finland,1960,4.0,1.0,1.0,6.0,Finland,FIN,4429634.0,6.646367843977716,Finland,FIN,GDP (current US$),5224102195.52771,5224102195.52771
Finland,1964,2.0,3.0,0.0,5.0,Finland,FIN,4548543.0,6.65787230470238,Finland,FIN,GDP (current US$),7766655085.78588,7766655085.78588
Finland,1968,1.0,1.0,2.0,4.0,Finland,FIN,4626469.0,6.66524965649072,Finland,FIN,GDP (current US$),8823033880.32993,8823033880.32993
Finland,1972,6.0,3.0,1.0,10.0,Finland,FIN,4639657.0,6.666485875271817,Finland,FIN,GDP (current US$),14743185402.9252,14743185402.9252
Finland,1976,0.0,4.0,2.0,6.0,Finland,FIN,4725664.0,6.674462839570273,Finland,FIN,GDP (current US$),31849514232.9589,31849514232.9589
Finland,1980,5.0,3.0,1.0,9.0,Finland,FIN,4779535.0,6.679385646244451,Finland,FIN,GDP (current US$),53645202422.6968,53645202422.6968
Finland,1984,6.0,4.0,2.0,12.0,Finland,FIN,4881803.0,6.688580249940004,Finland,FIN,GDP (current US$),52888800949.7428,52888800949.7428
Finland,1988,2.0,1.0,1.0,4.0,Finland,FIN,4946481.0,6.694296345241791,Finland,FIN,GDP (current US$),109058990760.483,109058990760.483
Finland,1992,2.0,1.0,4.0,7.0,Finland,FIN,5041992.0,6.702602152257006,Finland,FIN,GDP (current US$),112532519246.084,112532519246.084
Finland,1996,1.0,1.0,2.0,4.0,Finland,FIN,5124573.0,6.709657684075204,Finland,FIN,GDP (current US$),132129174216.93,132129174216.93
Finland,2000,1.0,3.0,1.0,5.0,Finland,FIN,5176209.0,6.714011803540519,Finland,FIN,GDP (current US$),125706651925.55699,125706651925.55699
Finland,2004,0.0,0.0,2.0,2.0,Finland,FIN,5228172.0,6.718349866862242,Finland,FIN,GDP (current US$),197116960516.51398,197116960516.51398
Finland,2008,2.0,1.0,2.0,5.0,Finland,FIN,5313399.0,6.725372429685742,Finland,FIN,GDP (current US$),284553976856.599,284553976856.599
Finland,2012,4.0,0.0,1.0,5.0,Finland,FIN,5413971.0,6.733515925137165,Finland,FIN,GDP (current US$),258304834621.605,258304834621.605
Finland,2016,1.0,0.0,0.0,1.0,Finland,FIN,5495096.0,6.739975284003563,Finland,FIN,GDP (current US$),240570297852.344,240570297852.344
France,1960,6.0,0.0,6.0,12.0,France,FRA,46814237.0,7.670377949447169,France,FRA,GDP (current US$),62225478000.8822,62225478000.8822
France,1964,17.0,1.0,13.0,31.0,France,FRA,49449403.0,7.6941610527507756,France,FRA,GDP (current US$),94007851047.3678,94007851047.3678
France,1968,10.0,12.0,5.0,27.0,France,FRA,51276054.0,7.7099145962306395,France,FRA,GDP (current US$),129785441507.456,129785441507.456
France,1972,15.0,2.0,5.0,22.0,France,FRA,52959228.0,7.723941645657781,France,FRA,GDP (current US$),203494148244.47302,203494148244.47302
France,1976,8.0,5.0,7.0,20.0,France,FRA,54541493.0,7.736727021995542,France,FRA,GDP (current US$),372319038514.067,372319038514.067
France,1980,6.0,18.0,5.0,29.0,France,FRA,55340782.0,7.74304529170203,France,FRA,GDP (current US$),701288419745.421,701288419745.421
France,1984,31.0,20.0,16.0,67.0,France,FRA,56470769.0,7.751823701853802,France,FRA,GDP (current US$),530683779929.445,530683779929.445
France,1988,13.0,12.0,4.0,29.0,France,FRA,57836486.0,7.76220189844329,France,FRA,GDP (current US$),1018847043277.17,1018847043277.17
France,1992,41.0,9.0,5.0,55.0,France,FRA,58851216.0,7.7697554407841105,France,FRA,GDP (current US$),1401465923172.24,1401465923172.24
France,1996,20.0,19.0,10.0,49.0,France,FRA,59753098.0,7.776360426932743,France,FRA,GDP (current US$),1605675086549.56,1605675086549.56
France,2000,12.0,22.0,30.0,64.0,France,FRA,60912498.0,7.784706410129733,France,FRA,GDP (current US$),1362248940482.77,1362248940482.77
France,2004,22.0,21.0,10.0,53.0,France,FRA,62704897.0,7.7973014588056895,France,FRA,GDP (current US$),2115742488204.62,2115742488204.62
France,2008,28.0,25.0,24.0,77.0,France,FRA,64374990.0,7.808717174586022,France,FRA,GDP (current US$),2918382891460.38,2918382891460.38
France,2012,20.0,30.0,28.0,78.0,France,FRA,65659790.0,7.817299489389558,France,FRA,GDP (current US$),2683825225092.63,2683825225092.63
France,2016,21.0,20.0,55.0,96.0,France,FRA,66896109.0,7.825400857842969,France,FRA,GDP (current US$),2471285607081.72,2471285607081.72
Gabon,2012,0.0,0.0,1.0,1.0,Gabon,GAB,1756817.0,6.2447265252805115,Gabon,GAB,GDP (current US$),17171447372.3334,17171447372.3334
Georgia,1996,2.0,0.0,0.0,2.0,Georgia,GEO,4616100.0,6.664275208505078,Georgia,GEO,GDP (current US$),3094935186.76896,3094935186.76896
Georgia,2000,6.0,0.0,0.0,6.0,Georgia,GEO,4418300.0,6.645255200879286,Georgia,GEO,GDP (current US$),3057475288.78105,3057475288.78105
Georgia,2004,0.0,2.0,2.0,4.0,Georgia,GEO,4245000.0,6.627877694579971,Georgia,GEO,GDP (current US$),5125365191.98664,5125365191.98664
Georgia,2008,3.0,3.0,0.0,6.0,Georgia,GEO,4030000.0,6.605305046141109,Georgia,GEO,GDP (current US$),12795076469.0099,12795076469.0099
Georgia,2012,3.0,1.0,3.0,7.0,Georgia,GEO,3825000.0,6.582631439489637,Georgia,GEO,GDP (current US$),16488403076.3641,16488403076.3641
Georgia,2016,4.0,2.0,1.0,7.0,Georgia,GEO,3719300.0,6.570461210112099,Georgia,GEO,GDP (current US$),15141758566.7808,15141758566.7808
Germany,1960,19.0,34.0,33.0,86.0,Germany,DEU,72814900.0,7.862220257412778,Germany,DEU,GDP (current US$),,
Germany,1964,50.0,22.0,41.0,113.0,Germany,DEU,75318337.0,7.876900722394858,Germany,DEU,GDP (current US$),,
Germany,1992,60.0,81.0,57.0,198.0,Germany,DEU,80624598.0,7.90646756222544,Germany,DEU,GDP (current US$),2131571696931.75,2131571696931.75
Germany,1996,45.0,42.0,35.0,122.0,Germany,DEU,81914831.0,7.913362539591186,Germany,DEU,GDP (current US$),2497244606186.64,2497244606186.64
Germany,2000,62.0,31.0,23.0,116.0,Germany,DEU,82211508.0,7.914932614511828,Germany,DEU,GDP (current US$),1943145384190.16,1943145384190.16
Germany,2004,63.0,41.0,43.0,147.0,Germany,DEU,82516260.0,7.916539535610238,Germany,DEU,GDP (current US$),2809187981127.39,2809187981127.39
Germany,2008,41.0,39.0,16.0,96.0,Germany,DEU,82110097.0,7.914396565179839,Germany,DEU,GDP (current US$),3730027830672.33,3730027830672.33
Germany,2012,22.0,43.0,27.0,92.0,Germany,DEU,80425823.0,7.905395513745967,Germany,DEU,GDP (current US$),3527344944139.83,3527344944139.83
Germany,2016,67.0,47.0,43.0,157.0,Germany,DEU,82667685.0,7.917335775951193,Germany,DEU,GDP (current US$),3466790065011.83,3466790065011.83
Ghana,1960,0.0,0.0,1.0,1.0,Ghana,GHA,6652287.0,6.822970977743443,Ghana,GHA,GDP (current US$),1217230038.2678099,1217230038.2678099
Ghana,1964,1.0,0.0,0.0,1.0,Ghana,GHA,7513289.0,6.875830094375673,Ghana,GHA,GDP (current US$),1731296118.87113,1731296118.87113
Ghana,1972,1.0,0.0,0.0,1.0,Ghana,GHA,9083573.0,6.958256710741185,Ghana,GHA,GDP (current US$),2112292944.64142,2112292944.64142
Ghana,1992,20.0,0.0,0.0,20.0,Ghana,GHA,15463854.0,7.18931774070404,Ghana,GHA,GDP (current US$),6413901601.83066,6413901601.83066
Greece,1968,1.0,0.0,0.0,1.0,Greece,GRC,8740765.0,6.941549444160657,Greece,GRC,GDP (current US$),10090675902.5364,10090675902.5364
Greece,1972,0.0,0.0,2.0,2.0,Greece,GRC,8888628.0,6.948834730822516,Greece,GRC,GDP (current US$),16885506818.1818,16885506818.1818
Greece,1980,4.0,1.0,0.0,5.0,Greece,GRC,9642505.0,6.984189872736093,Greece,GRC,GDP (current US$),56829663469.2246,56829663469.2246
Greece,1984,1.0,0.0,1.0,2.0,Greece,GRC,9895801.0,6.995450953246886,Greece,GRC,GDP (current US$),48020024788.3918,48020024788.3918
Greece,1988,1.0,0.0,0.0,1.0,Greece,GRC,10036983.0,7.001603188570198,Greece,GRC,GDP (current US$),76261278404.9964,76261278404.9964
Greece,1992,0.0,2.0,0.0,2.0,Greece,GRC,10399061.0,7.016994125747862,Greece,GRC,GDP (current US$),116224673042.54599,116224673042.54599
Greece,1996,0.0,4.0,4.0,8.0,Greece,GRC,10608800.0,7.02566626204913,Greece,GRC,GDP (current US$),145861612825.595,145861612825.595
Greece,2000,8.0,4.0,6.0,18.0,Greece,GRC,10805808.0,7.0336572466307805,Greece,GRC,GDP (current US$),130133845771.144,130133845771.144
Greece,2004,5.0,8.0,18.0,31.0,Greece,GRC,10955141.0,7.039617971593472,Greece,GRC,GDP (current US$),240521260988.32898,240521260988.32898
Greece,2008,4.0,0.0,3.0,7.0,Greece,GRC,11077841.0,7.044455127436574,Greece,GRC,GDP (current US$),354460802548.704,354460802548.704
Greece,2012,3.0,0.0,0.0,3.0,Greece,GRC,11045011.0,7.0431661527323,Greece,GRC,GDP (current US$),245670666639.047,245670666639.047
Greece,2016,3.0,3.0,1.0,7.0,Greece,GRC,10746740.0,7.031276741951233,Greece,GRC,GDP (current US$),195222443512.93698,195222443512.93698
Grenada,2012,0.0,1.0,0.0,1.0,Grenada,GRD,105481.0,5.023174238417787,Grenada,GRD,GDP (current US$),799882259.259259,799882259.259259
Grenada,2016,0.0,0.0,1.0,1.0,Grenada,GRD,107317.0,5.030668523656477,Grenada,GRD,GDP (current US$),1061631222.22222,1061631222.22222
Guatemala,2012,0.0,0.0,1.0,1.0,Guatemala,GTM,15271056.0,7.18386906974246,Guatemala,GTM,GDP (current US$),50388460924.7345,50388460924.7345
Guyana,1980,1.0,0.0,0.0,1.0,Guyana,GUY,780153.0,5.892179782869532,Guyana,GUY,GDP (current US$),603200000.0,603200000.0
Hungary,1960,37.0,13.0,16.0,66.0,Hungary,HUN,9983967.0,6.999303136867437,Hungary,HUN,GDP (current US$),,
Hungary,1964,7.0,42.0,7.0,56.0,Hungary,HUN,10119835.0,7.005173431557763,Hungary,HUN,GDP (current US$),,
Hungary,1968,29.0,32.0,20.0,81.0,Hungary,HUN,10255815.0,7.010970178204013,Hungary,HUN,GDP (current US$),,
Hungary,1972,25.0,10.0,46.0,81.0,Hungary,HUN,10398489.0,7.016970236737502,Hungary,HUN,GDP (current US$),,
Hungary,1976,35.0,14.0,6.0,55.0,Hungary,HUN,10598677.0,7.025251657013915,Hungary,HUN,GDP (current US$),,
Hungary,1980,40.0,8.0,13.0,61.0,Hungary,HUN,10711122.0,7.0298349659659705,Hungary,HUN,GDP (current US$),,
Hungary,1988,15.0,20.0,9.0,44.0,Hungary,HUN,10596487.0,7.0251619096622315,Hungary,HUN,GDP (current US$),,
Hungary,1992,8.0,14.0,23.0,45.0,Hungary,HUN,10369341.0,7.015751156663122,Hungary,HUN,GDP (current US$),38730585920.9529,38730585920.9529
Hungary,1996,26.0,8.0,9.0,43.0,Hungary,HUN,10311238.0,7.013310811189523,Hungary,HUN,GDP (current US$),46658755151.6017,46658755151.6017
Hungary,2000,4.0,25.0,24.0,53.0,Hungary,HUN,10210971.0,7.0090670427618145,Hungary,HUN,GDP (current US$),47218405892.4258,47218405892.4258
Hungary,2004,4.0,24.0,12.0,40.0,Hungary,HUN,10107146.0,7.004628539227684,Hungary,HUN,GDP (current US$),103960017914.05801,103960017914.05801
Hungary,2008,3.0,16.0,8.0,27.0,Hungary,HUN,10038188.0,7.001655325097585,Hungary,HUN,GDP (current US$),158136326477.965,158136326477.965
Hungary,2012,6.0,12.0,8.0,26.0,Hungary,HUN,9920362.0,6.996527520111234,Hungary,HUN,GDP (current US$),128153691809.34698,128153691809.34698
Hungary,2016,7.0,12.0,3.0,22.0,Hungary,HUN,9817958.0,6.992021169910188,Hungary,HUN,GDP (current US$),127507473625.63199,127507473625.63199
Iceland,1984,1.0,0.0,0.0,1.0,Iceland,ISL,239511.0,5.3793254640119486,Iceland,ISL,GDP (current US$),2868747034.89968,2868747034.89968
Iceland,2000,1.0,0.0,0.0,1.0,Iceland,ISL,281205.0,5.449023038442752,Iceland,ISL,GDP (current US$),9003639475.42485,9003639475.42485
Iceland,2008,0.0,0.0,14.0,14.0,Iceland,ISL,317414.0,5.501626078022668,Iceland,ISL,GDP (current US$),17905251832.0506,17905251832.0506
India,1960,0.0,0.0,13.0,13.0,India,IND,449480608.0,8.65271095965042,India,IND,GDP (current US$),37029883875.4573,37029883875.4573
India,1964,0.0,15.0,0.0,15.0,India,IND,487484535.0,8.687960842658768,India,IND,GDP (current US$),56480289940.8261,56480289940.8261
India,1968,16.0,0.0,0.0,16.0,India,IND,529967317.0,8.7242490875551,India,IND,GDP (current US$),53085455870.8227,53085455870.8227
India,1972,14.0,0.0,0.0,14.0,India,IND,579411513.0,8.762987120454719,India,IND,GDP (current US$),71463193830.4064,71463193830.4064
India,1980,0.0,16.0,0.0,16.0,India,IND,696783517.0,8.843097868519965,India,IND,GDP (current US$),186325345089.754,186325345089.754
India,1996,1.0,0.0,0.0,1.0,India,IND,978893217.0,8.990735319181072,India,IND,GDP (current US$),392897054348.07104,392897054348.07104
India,2000,1.0,0.0,0.0,1.0,India,IND,1053050912.0,9.022449368589244,India,IND,GDP (current US$),468394937262.37,468394937262.37
India,2004,0.0,0.0,1.0,1.0,India,IND,1126135777.0,9.051590756098738,India,IND,GDP (current US$),709148514804.66,709148514804.66
India,2008,2.0,1.0,0.0,3.0,India,IND,1197146906.0,9.078147447441006,India,IND,GDP (current US$),1198895582137.51,1198895582137.51
India,2012,4.0,0.0,2.0,6.0,India,IND,1263065852.0,9.101425993797356,India,IND,GDP (current US$),1827637859135.7,1827637859135.7
India,2016,1.0,0.0,1.0,2.0,India,IND,1324171354.0,9.121944188488438,India,IND,GDP (current US$),2290432075123.75,2290432075123.75
Indonesia,1988,0.0,0.0,3.0,3.0,Indonesia,IDN,175000916.0,8.243040321901747,Indonesia,IDN,GDP (current US$),84300174477.2018,84300174477.2018
Indonesia,1992,1.0,2.0,1.0,4.0,Indonesia,IDN,187766086.0,8.273617153461974,Indonesia,IDN,GDP (current US$),128026966579.964,128026966579.964
Indonesia,1996,1.0,2.0,1.0,4.0,Indonesia,IDN,199914831.0,8.30084501414081,Indonesia,IDN,GDP (current US$),227369679374.97302,227369679374.97302
Indonesia,2000,2.0,2.0,2.0,6.0,Indonesia,IDN,211540429.0,8.325393380759174,Indonesia,IDN,GDP (current US$),165021012077.81,165021012077.81
Indonesia,2004,1.0,1.0,1.0,3.0,Indonesia,IDN,223614649.0,8.349500250786274,Indonesia,IDN,GDP (current US$),256836875295.452,256836875295.452
Indonesia,2008,3.0,0.0,0.0,3.0,Indonesia,IDN,236159276.0,8.373205008716427,Indonesia,IDN,GDP (current US$),510228634992.258,510228634992.258
Indonesia,2012,1.0,0.0,1.0,2.0,Indonesia,IDN,248883232.0,8.395995637889508,Indonesia,IDN,GDP (current US$),917869910105.749,917869910105.749
Indonesia,2016,0.0,0.0,2.0,2.0,Indonesia,IDN,261115456.0,8.416832579432466,Indonesia,IDN,GDP (current US$),931877364177.7421,931877364177.7421
Iraq,1960,1.0,0.0,0.0,1.0,Iraq,IRQ,7289761.0,6.8627132898978545,Iraq,IRQ,GDP (current US$),1684121534.58415,1684121534.58415
Ireland,1964,1.0,0.0,0.0,1.0,Ireland,IRL,2866550.0,6.457359521388808,Ireland,IRL,GDP (current US$),2766608945.87402,2766608945.87402
Ireland,1980,1.0,0.0,2.0,3.0,Ireland,IRL,3412800.0,6.533110838105354,Ireland,IRL,GDP (current US$),21773901116.6855,21773901116.6855
Ireland,1984,0.0,0.0,1.0,1.0,Ireland,IRL,3532423.0,6.548072703842727,Ireland,IRL,GDP (current US$),20130728188.4924,20130728188.4924
Ireland,1992,0.0,1.0,1.0,2.0,Ireland,IRL,3558430.0,6.551258426981057,Ireland,IRL,GDP (current US$),55985505024.789,55985505024.789
Ireland,1996,1.0,3.0,0.0,4.0,Ireland,IRL,3637510.0,6.560804195929043,Ireland,IRL,GDP (current US$),75880630166.3306,75880630166.3306
Ireland,2000,0.0,0.0,1.0,1.0,Ireland,IRL,3805174.0,6.580374520636706,Ireland,IRL,GDP (current US$),99852958356.3663,99852958356.3663
Ireland,2008,2.0,0.0,1.0,3.0,Ireland,IRL,4489544.0,6.652202232241471,Ireland,IRL,GDP (current US$),275038896001.172,275038896001.172
Ireland,2012,3.0,1.0,1.0,5.0,Ireland,IRL,4586897.0,6.661518988042627,Ireland,IRL,GDP (current US$),224999484104.853,224999484104.853
Ireland,2016,0.0,0.0,3.0,3.0,Ireland,IRL,4773095.0,6.678800078314535,Ireland,IRL,GDP (current US$),300523297712.96,300523297712.96
Israel,1992,1.0,0.0,1.0,2.0,Israel,ISR,5123000.0,6.709524355876341,Israel,ISR,GDP (current US$),75607012221.836,75607012221.836
Israel,1996,1.0,0.0,0.0,1.0,Israel,ISR,5692000.0,6.755264891412247,Israel,ISR,GDP (current US$),109995847228.75,109995847228.75
Israel,2000,1.0,0.0,0.0,1.0,Israel,ISR,6289000.0,6.798581594728548,Israel,ISR,GDP (current US$),132343042748.878,132343042748.878
Israel,2004,1.0,1.0,0.0,2.0,Israel,ISR,6809000.0,6.833083334178343,Israel,ISR,GDP (current US$),135477431994.645,135477431994.645
Israel,2008,1.0,0.0,0.0,1.0,Israel,ISR,7308800.0,6.863846077893716,Israel,ISR,GDP (current US$),216105164966.555,216105164966.555
Israel,2016,2.0,0.0,0.0,2.0,Israel,ISR,8547100.0,6.931818785179933,Israel,ISR,GDP (current US$),318950599017.50604,318950599017.50604
Italy,1960,31.0,36.0,18.0,85.0,Italy,ITA,50199700.0,7.700701121751914,Italy,ITA,GDP (current US$),40385288344.1911,40385288344.1911
Italy,1964,9.0,14.0,28.0,51.0,Italy,ITA,51675350.0,7.713283426809803,Italy,ITA,GDP (current US$),63175417019.0094,63175417019.0094
Italy,1968,20.0,5.0,8.0,33.0,Italy,ITA,53235750.0,7.726203376907397,Italy,ITA,GDP (current US$),87942231678.3505,87942231678.3505
Italy,1972,13.0,9.0,3.0,25.0,Italy,ITA,54381345.0,7.73544994467948,Italy,ITA,GDP (current US$),145260039508.632,145260039508.632
Italy,1976,4.0,2.0,25.0,31.0,Italy,ITA,55718260.0,7.745997545580396,Italy,ITA,GDP (current US$),224717279134.683,224717279134.683
